"Daily Approved Request Report from 8:30am to 3:00pm "
Item," 4216-1452564216"," 3453-1452563453"," 3404-1452563404"," 1835-1452561835"," 4070-1452504070"," 4467-1452494467"," 3959-1452493959"," 3097-1452493097"," 4402-1452474402"," 2016-1452309175"," 2016-1452215537"," 2016-1452045168"," 2016-1452044962"," Total"
"HP INK 932XL BLACK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 933XL CYAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 933XL MAGENTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 933XL YELLOW",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 05A",0,0,0,0,5,0,6,1,3,0,0,0,0,15
"HP TONER 125 (CB540A) BLACK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 125 (CB541A) CYAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 125 (CB542A) YELLOW",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 125 (CB543A) MAGENTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 12A",0,0,0,0,0,0,0,0,0,2,0,0,0,2
"HP TONER 305 BLACK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 305 CYAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 305 MAGENTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 305 YELLOW",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 35A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 36A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 53A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 80A ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 85A",0,0,0,0,10,0,1,1,0,0,0,0,0,12
"HP TONER CARTRIDGE 78A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LETTER ENVELOPE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LETTER HEAD",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOG BOOK",0,0,0,0,0,4,0,0,0,0,1,0,0,5
LOGBOOK,0,0,0,0,0,0,2,0,0,0,0,3,0,5
"MAGAZINE FILE",0,0,0,0,0,0,0,0,0,5,0,0,0,5
"MEMO PAD",0,0,0,0,0,0,0,1,0,2,0,0,0,3
"NEWSPRINT LONG",0,0,0,0,0,0,0,2,0,0,0,0,0,2
"NEWSPRINT SHORT",0,0,0,0,0,0,0,5,0,3,0,0,0,8
NOTEBOOK,0,0,0,0,0,4,0,0,0,0,0,0,0,4
NOTEBOOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPTICAL MOUSE ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAPER CLIP BIG",0,0,0,2,0,0,1,0,0,0,0,0,0,3
"PAPER CLIP SMALL",0,0,0,2,0,0,1,0,0,0,0,0,0,3
"PENCIL MONGOL",0,0,0,0,0,0,10,0,0,0,0,0,0,10
"PENTEL PEN BLACK",0,0,0,0,0,0,1,2,0,0,0,0,0,3
"PENTEL PEN BLUE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PENTEL PEN RED",0,0,0,0,0,0,0,2,0,0,0,0,0,2
"PENTEL PEN WB BLACK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PENTEL PEN WB BLUE",0,0,0,0,0,0,0,2,0,0,0,0,0,2
"PENTEL PEN WB RED",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PILOT BX-V5 SIGNPEN BLACK",2,0,0,2,0,4,25,5,0,10,2,10,0,60
"PILOT BX-V5 SIGNPEN BLUE",0,0,0,0,0,0,17,3,0,0,2,5,0,27
"PILOT BX-V5 SIGNPEN GREEN",1,0,0,0,0,0,7,0,0,0,2,5,0,15
"PILOT BX-V5 SIGNPEN PURPLE",1,0,0,0,0,0,4,0,0,0,2,0,0,7
"PILOT BX-V5 SIGNPEN RED",0,0,0,0,0,0,5,3,0,0,2,1,0,11
"PILOT BX-V5 SIGNPEN RED",0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNCHER,0,0,0,0,0,4,0,0,0,0,0,0,0,4
"RUBBER BAND BIG",0,0,0,0,0,0,0,2,0,0,0,0,0,2
"RUBBER BAND SMALL",0,0,0,0,0,0,3,3,0,1,0,0,0,7
RULER,0,0,0,0,0,4,0,0,0,0,0,0,0,4
SCISSOR,0,0,0,0,0,4,0,0,0,1,0,0,0,5
"STABILO BLUE",0,0,0,0,0,4,6,0,0,0,0,0,0,10
"STABILO GREEN",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"STABILO ORANGE",1,0,0,0,0,0,1,0,0,0,0,0,0,2
"STABILO PINK",1,0,0,0,0,0,0,0,0,0,0,0,1,2
"STABILO YELLOW",1,0,0,0,0,4,2,0,0,0,0,0,0,7
"STAMP PAD INK BLUE",0,0,0,0,0,0,1,0,0,0,0,0,0,1
"STAPLE WIRE BIG",0,0,0,0,0,0,4,0,0,0,0,0,0,4
"STAPLER #35 ",0,0,0,0,0,4,0,0,0,0,0,0,0,4
"TAPE DISPENSER BIG",0,0,0,0,0,4,0,0,0,0,0,0,0,4
"TAPE DOUBLE ADHESIVE WITH FOAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE DOUBLE ADHESIVE WITHOUT FOAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE MASKING",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE MASKING 1""",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE PACKING 2'",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE SCOTCH 1'",0,20,100,0,0,0,0,0,0,0,0,0,0,120
"TRANSMITTAL SHEET",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"TRASH CAN",0,0,0,0,0,4,0,0,0,0,0,0,0,4
Total,15,50,130,24,23,64,151,95,23,29,21,68,3,696
