"Daily Approved Request Report from 8:30am to 3:00pm "
Item," 9272-1455529272"," 6520-1455516520"," 2647-1455502647"," 0725-1455500725"," 8043-1455498043"," 2016-1455275984"," 2016-1455263716"," 2016-1455258531"," 2016-1455257739"," 2016-1455157022"," 2016-1455152967"," 2016-1454663434"," 2016-1454632912"," Total"
"PENTEL PEN WB BLUE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PENTEL PEN WB RED",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PILOT BX-V5 SIGNPEN BLACK",0,0,0,5,0,7,0,0,0,0,2,0,1,15
"PILOT BX-V5 SIGNPEN BLUE",0,0,0,8,0,7,2,0,0,0,2,0,0,19
"PILOT BX-V5 SIGNPEN GREEN",0,0,0,1,0,7,2,0,0,0,0,0,0,10
"PILOT BX-V5 SIGNPEN PURPLE",0,0,0,1,0,7,1,0,0,0,2,0,0,11
"PILOT BX-V5 SIGNPEN RED",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PILOT BX-V5 SIGNPEN RED",0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNCHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUBBER BAND BIG",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUBBER BAND SMALL",0,0,0,0,0,0,0,0,0,0,0,0,0,0
RULER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCISSOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STABILO BLUE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STABILO GREEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STABILO ORANGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STABILO PINK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STABILO YELLOW",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STAMP PAD INK BLUE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STAPLE WIRE BIG",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STAPLER #35 ",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"TAPE DISPENSER BIG",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"TAPE DOUBLE ADHESIVE WITH FOAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE DOUBLE ADHESIVE WITHOUT FOAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE MASKING",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE MASKING 1""",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE PACKING 2'",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"TAPE SCOTCH 1'",0,0,0,0,0,0,0,4,0,0,0,0,0,4
"TRANSMITTAL SHEET",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRASH CAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,15,1,31,173,105,58,13,29,13,159,12,5,9,623
