"Daily Approved Request Report from 12:00am to 11:59pm "
Item," 2017-1494490860"," 2017-1494405845"," 2017-1494403230"," 2017-1494401560"," 2017-1494401120"," 2017-1494378074"," 2017-1494377792"," 2017-1494307870"," 2017-1494208829"," 2017-1493946547"," 2017-1493285899"," 2017-1493260507"," 2017-1493169808"," Total"
"HP 678 BLACK INK CARTRIDGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP 678 TRI COLOR INK CARTRIDGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 21 BLACK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 22 TRI-COLOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 60 BLACK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 60 TRI COLORED",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 703 BLACK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 703 TRI-COLOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 704 BLACK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 704 COLORED",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 920XL BLACK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 920XL CYAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 920XL MAGENTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 920XL YELLOW",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 932XL BLACK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 933XL CYAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 933XL MAGENTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP INK 933XL YELLOW",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 05A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 125 (CB540A) BLACK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 125 (CB541A) CYAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 125 (CB542A) YELLOW",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 125 (CB543A) MAGENTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 12A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 305 BLACK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 305 CYAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 305 MAGENTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 305 YELLOW",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 35A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 36A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 53A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 80A ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP TONER 85A",0,0,2,0,1,0,0,0,5,0,0,2,0,10
"HP TONER CARTRIDGE 78A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LETTER ENVELOPE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LETTER HEAD",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOG BOOK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOGBOOK,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"MAGAZINE FILE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEMO PAD",0,0,0,0,2,0,0,0,0,0,0,0,0,2
"NEWSPRINT LONG",0,0,5,1,2,0,0,6,0,0,0,0,0,14
"NEWSPRINT SHORT",6,0,2,5,6,0,0,6,0,0,0,0,0,25
NOTEBOOK,2,0,0,0,0,0,0,0,0,0,0,0,0,2
NOTEBOOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPTICAL MOUSE ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAPER CLIP BIG",0,0,0,0,0,0,0,0,0,0,0,3,0,3
"PAPER CLIP SMALL",5,0,0,0,0,0,0,0,0,0,0,3,0,8
"PENCIL MONGOL",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PENTEL PEN BLACK",1,0,0,0,0,0,0,0,0,2,0,0,0,3
"PENTEL PEN BLUE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PENTEL PEN RED",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PENTEL PEN WB BLACK",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"PENTEL PEN WB BLUE",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"PENTEL PEN WB RED",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PILOT BX-V5 SIGNPEN BLACK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PILOT BX-V5 SIGNPEN BLUE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PILOT BX-V5 SIGNPEN GREEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PILOT BX-V5 SIGNPEN PURPLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PILOT BX-V5 SIGNPEN RED",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PILOT BX-V5 SIGNPEN RED",0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNCHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUBBER BAND BIG",3,0,0,0,0,0,0,0,0,0,0,0,0,3
"RUBBER BAND SMALL",5,0,0,0,0,0,0,0,0,0,0,0,0,5
RULER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCISSOR,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"STABILO BLUE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STABILO GREEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STABILO ORANGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STABILO PINK",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STABILO YELLOW",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stamp Pad Ink",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stamp Pad Ink - Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STAMP PAD INK BLUE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STAPLE WIRE BIG",0,0,0,0,0,0,0,0,0,0,0,5,0,5
"STAPLER #35 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE DISPENSER BIG",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE DOUBLE ADHESIVE WITH FOAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE DOUBLE ADHESIVE WITHOUT FOAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE MASKING",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE MASKING 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAPE PACKING 2'",0,0,10,5,1,0,0,0,0,10,0,0,0,26
"TAPE SCOTCH 1'",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRANSMITTAL SHEET",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRASH CAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,54,3,40,21,24,10,10,12,5,27,115,23,2,346
